final_score,structured_score,breed_score,bert_similarity,PetID,Name,breed1_label,breed2_label,Age,age_group,gender_label,maturity_size_label,fur_length_label,Vaccinated,Dewormed,Sterilized,Health,Fee,PhotoAmt,Description
0.5112,0.3818,0.0,0.8132,335eacf2d,Terry,Australian Terrier,Mixed Breed,4,puppy,female,large,long,1,1,2,1,0,3.0,No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call 
0.5112,0.3364,0.0,0.919,d583d44d2,Ricky,Terrier,,36,adult,male,large,long,1,1,1,1,300,4.0,"We rescued Ricky from a street in Semenyih. We suspect he is either lost or being disowned. A pedigree dog like Ricky will not be able to fend for himself so we took him in. He has been sent to vet for medical treatment and is now ready for rehome. Ricky is friendly, curious and just want to be loved. Ricky has been through hard time living as a stray and we will consider only dog lover as his owner We are charging RM to cover the cost of his spaying, vaccination and deworming fee. Receipt and medical card will be provided. If you have the heart for Ricky, please see our requirement below 1) Adopter must be a Malaysian or a PR. 2) Adopter must be an animal lover and preferably have experience in handling dog. 3) No long hour of caging or tied on leash. 4) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) 5) Adopter must add us on Facebook so we can receive his progress update. 6) During the initial stage of adoption, allow visitation so we can ensure Ricky is adjusting well to his new environment. For this reason, adopter residing in Klang Valley is highly preferred. 7) Approval for this adoption is only for the successful adopter. Ricky cannot be transferred to third party without seeking our permission. If you're interested, please contact me by sms, e-mail or call. Provide us your details (particular, type of house and experience with dog)."
0.5111,0.3364,0.0,0.9187,fdb03c163,Bruno,Rottweiler,,120,senior,male,large,long,1,1,2,1,0,2.0,"Bruno is an amazing dog with lots of love and he has a look that will just make you melt when you see him. I had him since he was a puppy but because I am moving, I am unable to bring Bruno along. I am looking for someone who loves Rottweilers and will love him as much as my family have been for the past 10 years."
0.5106,0.3364,0.0,0.9171,2aac4b61a,Maxx,Husky,,24,adult,male,large,medium,1,1,1,1,500,4.0,"FOR KLANG VALLEY ONLY Max was found in Kota Damansara more than a month ago. No one has claimed him so we would like to find him a loving home. Indoors only please. He needs daily walks and will shed, so need daily brushing. Generally very easy going and loves people. Good with other dogs and loves his food. Not a watchdog type. Adoption fee will cover his neutering, vaccination, grooming as well as current boarding. Must allow visitations."
0.51,0.3364,0.0,0.9151,06adfc154,Hong Hong,German Shepherd Dog,,72,adult,female,large,medium,2,1,1,1,0,4.0,"This is a purebred German Shepherd Dog up for adoption. Cant bark because the previous owner debarked him, thus he will only make a good family dog, but will not be able to guard your house. In a way, he may be suitable for families who comprises of light sleepers! Condition: Healthy but debarked Reason for Adoption: Owner left the country Contact No.: Location: Petaling Jaya,old town."
0.5096,0.3818,0.0,0.8078,5474cd2c2,,Mixed Breed,,1,puppy,female,large,medium,2,2,2,1,0,1.0,Puppies for adoption
0.5094,0.3364,0.0,0.9132,6c5fb38d4,Lady,German Shepherd Dog,Mixed Breed,36,adult,female,large,medium,3,3,3,1,0,6.0,"This three year old German Shepherd mix needs a home! She was found with a broken leg, which is now fixed.. Has had two plates inserted into her leg and is recuperating at the Gasing Veterinary Hospital. Very obedient and calm, even the vet agrees that her personality is exceptional. Take her home!"
0.5092,0.3364,0.0,0.9125,ae0c5671e,Owen (Siberian Husky),Siberian Husky,,72,adult,male,large,long,1,1,2,1,0,4.0,"I have a 6 years plus Siberian Husky, named Owen, up for adoption. Other than yeast infection (under treatment) under his neck, Owen is a perfectly healthy dog. My new current work portfolio doesn't allow me to spend much time with Owen as i should. I hope the potential adopter will be able to care for Owen and help him to live the way he should be. Would prefer the adopter (and not any other rep) to be from Klang Valley region as i may want to pay him a visit on and off. You may get in touch with me for more details. TQ"
0.5089,0.3364,0.0,0.9114,3681bfdb9,Murphy,Retriever,Retriever,84,senior,male,large,long,1,1,2,1,0,4.0,"Murphy is looking for a loving family!! A very loyal dog. And a good house guard. Knows the difference between strangers or friends of his family,He is mild mannered. Does not bark unnecessary. He seldom make lots of noise other than the license-to-bark-situations aka Garbage-Truck-Natural-Barking-Trigger. Protective of the family. Loves children."
0.5088,0.4545,0.0,0.6355,060d1de98,Bebe,Mixed Breed,,48,adult,female,medium,medium,1,1,1,1,0,5.0,他两是我对面工厂的毛孩，从小就被弃养在路边，而这好心老板收留了他们在厂当个小帮手。可是因为现实的经济困难下，工厂被逼结业，而屋主也决定把厂售出，也吩咐把狗狗带走或赶出厂外。忠心耿耿傻傻的他两依旧待在工厂守护着他们从小就在这长大的家。。。这几年来我每天都会到工厂喂他们， 不忍心也不愿意看着他们将成为无家可归的浪浪，想尽办法还是找不到办法之下只能发上来为他们碰碰运气。 尽量为他们找个永远的家。 我现时照顾着都是弃养又无法找到家的22只狗狗和8只猫咪， 狗狗们常打架或有突发事情完全不在我控制范围内发生，而让我真的完全没有办法再收留，也害怕遭投诉。也因为他们如今已欠下兽医那十几千无法偿还的医药费，尽管再穷再累也不敢放弃他们。他们也曾经被抓狗队抓去，我都是付钱把他们属回来，但这不是长远的办法，我必须为他们找个家尽量不让他们受到不必要的伤害。而且抓狗队基本每个月都会来 两三次。 是否有好心人可以收留他们？ 她已结扎和打了预防针， 大概 四至五岁之间， 米奶色的是女的真的蛮乖的，能不能给她一个机会? 只求温饱， 她会为你守护家园，她决对是个忠心的孩子。若你可以又不介意给她一个永远的家请你联系我，同时我会付带狗饼，感谢! KL区靠近Desa Petaling. （ 屋主已经多次发出命令把狗狗带走，现在我是能拖一天是一天 ）
0.5085,0.3364,0.0,0.9103,1fba9cbc9,Freya Tumbleweed,Belgian Shepherd Malinois,,84,senior,female,large,medium,1,1,1,2,600,4.0,"STILL LOOKING FOR A GOOD HOME FOR ADOPTION: Serious enquirers only ( Experienced dog owners preferred) within the Klang valley. Message from Ex-foster mummy: With a heavy heart I must find her a good home where she is allowed to be dog and be happy. She has been through a lot, I only wish the best for her. Will care for her till she get a home. Terms and Condition: There will be an Adoption fee, PM me and we'll go through a interview process, if successful home visit must be allowed before handing over the dog. Bi-monthly home visit to check up on the dog. Health status: Mild Hip Dysplasia, other than that overall healthy spayed, vaccinated. Location: currently in Ipoh (grandma's house) Summary: I’m Freya Tumbleweed a 7 year old Belgian Shepherd Malinois. I was previously a skinny 13kgs, malnourished abandoned dog found on the streets in Klang until a kind hearted Samaritan found me and posted up about me on Facebook requesting for help. Foster mummy’s friend responded and took me to a vet and a couple of days I was handed over to my foster mummy. I was diagnosed with HeartWorm thankfully it was only Stage 1, I was put on a safer treatment a combination of Doxycycline and HeartGard (Ivermectin) for 6 months. I stayed in foster mummy’s care for close to a year, making sure I was totally recovered and was then send for spaying, I was suspected to be used for breeding. I couldn’t stay too long at foster mummy’s house mainly it was because I couldn’t get along with 2 out of 4 dogs that live there and I had to stay indoors leashed because of foster mummy’s cats safety ( I still had my daily twice a day walks though) and foster mummy and family felt bad for me. On the 11th of November I was send to my foster mummy’s ( now ex-foster mummy) grandma’s house which is 2 hours away since they were looking for another dog to help watch over the house. I managed to adapt myself to my new environment pretty quick. Unfortunately on the 14th of December, I managed to escape the backyard fence through a hole I managed to find and escape to find my friend ( nobody was at home except Grandma). Grandma spotted me and wanted to bring me back, I got a little overzealous over grandma trying to leash me I accidentally caused my grandma to fall (she is in recovery but slow). Grandma now prefers I go back with Ex-foster mummy and other family agree for the sake of her safety. Ex-foster mummy says I’m overall a good/watch dog but I get overzealous at times and I like to jump hug people that is kind of a problem. Long story short Ex-foster mummy is now looking at finding me a new home that has a nice size compound and family that will give me the LOVE/ATTENTION/DISCIPLINE/EXERCISE I need. I get on well in general with other dogs provided they are nice and friendly; I DON’T do well with AGGRESSIVE/CRAZY/DOMINANT DOGS. I will definitely love my humans maybe a tad bit too much, I get along with children (preferably 10 years old and above). I have mild Hip Dysplasia, I will need to take Glucosamine daily. I have thunder/fireworks Phobia! kindly contact me through facebook PM"
0.5085,0.3364,0.0,0.9103,6668704bf,Aska,Siberian Husky,,28,adult,male,large,medium,1,1,3,1,50,2.0,"I have this husky for the last 2 years plus, as my business is growing overseas, I do not have time to take care of him and one of my maid contract is ending soon. we needed someone urgent to adopt him and give me a good home. he is a beautiful grow adult dog and he comes with bi-eye which is very rare."
0.5084,0.4545,0.0,0.6341,4d09e065d,å°è±,Mixed Breed,Mixed Breed,24,adult,female,medium,medium,1,1,1,1,0,1.0,For Adoption
0.5084,0.4545,0.0,0.6341,2ddad75c0,Roxy.,Mixed Breed,Chihuahua,24,adult,male,medium,medium,3,3,2,1,0,5.0,For Adoption
0.5084,0.4545,0.0,0.6341,062f73a4b,Max,Beagle,Beagle,72,adult,male,medium,medium,1,1,2,1,0,1.0,For Adoption
0.5084,0.4545,0.0,0.6341,b1a6fb38c,Robert (In Cheras Area),Mixed Breed,,24,adult,male,medium,medium,3,3,1,1,0,0.0,For adoption
0.5083,0.4545,0.0,0.6338,21cc6a743,Tony,Mixed Breed,,24,adult,male,medium,medium,1,1,1,2,0,5.0,之前它常常跟随一位顾客来我们的咖啡店，它给我的印象就是很瘦，总是被主人骂，常常追跑在它主人的车后。突然消失了一段时间，还以为可能被抓狗队抓去了，因为我们这常常都有抓狗队，试过连续三个星期每天都来。去年 日傍晚它突然出现在我们店外，更加瘦了，脚还一拐一拐的，还有那无助的眼神，本以为或者给它一顿饱饭后好回家，它没吃饭，只是躲在一角，我想它应该是需要帮忙了，拖了我的狗笼往它方向走，辛好它的信任只是凶了我一下，没有把我咬。一整晚在笼子里面不吵不闹，就是很不舒服的样子。隔天幹紧把它送给兽医做检查，原来前脚是因为与其它的狗狗打架而化脓了，必须立刻开刀清洗，不然将会因脓毒而身亡。本来想着将它医好还给它主人，我清楚这位顾客并不会替我分担医药费，想着也算了，我只是可怜这毛孩。但是问题来了，从这位顾客朋友口中知道，原来这位主人从来不曾给它饭吃，难怪它那么瘦，更加生气的是工厂的孟加拉工人常常拿铁条往它身上抽，还试过被打得头破血流，难怪我常看见它四处游荡，其实是不敢回家。听后真的很生气，也不可能放它回地狱。兽医也很清楚我的情况与环境，不敢让它载回给我。如今它在兽医处已经超过2个月，住院费也不停的增加中，未知之数。那是因为我已经要照顾23位毛孩，大部分都是我这六年来挽救接近一百只毛孩而未能找到属于它们永远的家的孩子们，身为一位浪浪挽救者，我清楚知道我们所要面对的问题，并非每只都能幸运的找到属于它们的家。出不了的百年归老我们也只好都扛下了。这六年来我都自己照顾着它们，偶尔亲戚朋友的帮助让我减轻一些负担，如今我欠下一屁股债，欠下兽医 3 千多的医疗费，还未包括这毛孩的。幸好我的兽医从来都不曾催我还钱。她很清楚我的环境和能力。兽医只是常常告诉我不要再救了，或者你又扛上身啊！ 哈哈！我就是熬不过自己对毛孩的那分同情心，如果我们不帮它们将会更可怜了。可是一个人的力量实在太有限了。我每天除了要忙咖啡店，父母已经 六十多岁，还要照顾23位毛孩们，我已经没有能力收留照顾更多了。而且我家是咖啡店，还收养了那么多毛孩，被抓狗队吃了不少钱之外，也很担心被投诉，到时除了要被逼关门之外可能还会把我所有的毛孩都抓走，真的很怕。。。除了分享一下我的小故事，我是希望有心人可以帮帮忙让这可怜的毛孩有个休养的地方，或者让它找到一个属于它的家，疼它的主人。医疗费我会想办法，或者慢慢还，现在只想尽快让它出院，好好休养。如果你们可以帮个忙请联络我，感激不尽! 我在 KL 的，我的联络号码 - 谢谢！
0.508,0.3364,0.0,0.9084,2352b7f0e,Nicky,Terrier,,36,adult,male,large,long,1,1,1,1,300,1.0,"Nicky together with his brother, Ricky (whom is also on my adoption list) was rescued in Semenyih. We retrieve them off the street to give them a second chance. Our biggest fear is the local council. Nicky has been checked and confirmed healthy by the vet. He is absolutely sweet and charming boy. We are opening request for any interested adopter for Nicky. We will consider only genuine dog lover for Nicky. We will be charging RM to cover the cost of his spaying, vaccination and deworming fee. Receipt and medical card will be provided. If you have the heart for Nicky, please see our requirement below 1) Adopter must be a Malaysian or a PR. 2) Adopter must be an animal lover and preferably have experience in handling dog. 3) No long hour of caging or tied on leash. 4) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) 5) Adopter must add us on Facebook so we can receive his progress update. 6) During the initial stage of adoption, allow visitation so we can ensure Ricky is adjusting well to his new environment. For this reason, adopter residing in Klang Valley is highly preferred. 7) Approval for this adoption is only for the successful adopter. Nicky cannot be transferred to third party without seeking our permission. If you're interested, please contact me by sms, e-mail or call. Provide us your details (particular, type of house and experience with dog)."
0.5079,0.3364,0.0,0.9083,7542076e8,Summer,Bull Terrier,Mixed Breed,24,adult,male,large,long,1,1,2,1,0,4.0,Adopt me! He is cute. he is adorable. He greets you like his tail is about to fall off. He protects you like a body guard. He gives you the puppy look when he doesnt get enough pats. Please help me to get this darling a new family. The current care taker hopes that he is able to find a sweet and loving family who will love him just as much as they do. Please feel free to pm if u wanna know more about this cute little thing.
0.5077,0.3364,0.0,0.9076,27bf3ae34,Gia,Husky,,36,adult,female,large,medium,3,3,1,1,0,3.0,Gia was found in Klang in late November by a friend. We tried to track her owner for more than a month but to no avail. She is up for adoption now to a good home. Must be indoor. Calm and laidback dog. Adopter must pay for neutering and vaccination cost. Please call if you can give her a good home.
0.5074,0.3364,0.0,0.9063,1f9b856e0,Bay Ravan,Mixed Breed,Mixed Breed,48,adult,male,large,medium,3,1,2,1,0,2.0,"He was tied to a pole in a run down house in our taman. He was mistreated so i took upon myself to feed and care for him. I have 4 pets of my own so i could not take him in. When this house was bought and renovated, i approached the owner if he wanted to rent and he said ok. Since then i have adopted this fellow and he stays with the other stray dogs that i have rescued past 6 months.. Very active fellow and wants to run around a lot. I take him for jogging sometimes and he likes that.Good guard dog and very loving to people he knows.He is healthy and no ticks or mites and nice coat of hair."
0.5073,0.3364,0.0,0.9061,094c2c3bf,Nikolas,Terrier,Poodle,36,adult,male,large,medium,1,1,1,1,200,2.0,We have over seventy gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised.  www.klpoochrescue.org
0.5072,0.3364,0.0,0.9059,f33406495,Happy,German Shepherd Dog,,48,adult,female,large,medium,2,2,2,1,0,3.0,We found this GSD nearby our housing area about 2 years ago. She was injured and I've take care her for almost 1.5 years until she is fully recover now. We have 2 dogs at home (also adopted from others). I hope to find a sincere adopter who is willing to take care her nicely in future.
0.5072,0.3364,0.0,0.9059,f7473aaec,Golden Retrvr + German Shepherd,Mixed Breed,,24,adult,male,large,medium,3,3,2,1,0,5.0,"Anyone missing a Large, Male, Mixed breed dog aroung Kepong Baru area? The dog has been wondering around the area for a few days. These photos taken today when he was hiding under my aunt's car. Don't think it's an old dog because the teeth is not really too yellow and the nails are groomed. Not fierce, friendly and lovable. Owner or anyone interested pls contact He loves to go for walks and need a big compound to roam. Looking for a good owner who will give him attention and good care."
0.5072,0.3364,0.0,0.9059,ff127e4d3,Huskies,Husky,,36,adult,mixed,large,medium,1,1,2,1,0,1.0,"For those who have no knowledge about husky breed, kindly do google search about this breed before contact me via EMAIL. Thank you. I'd love to find someone to adopt my 2 huskies. They were dognapped before about a year ago, we went high and low searching and distribute flyers around neighbourhood. We knew the possibility to find them back is slim as they were dognapped, not lost. After few months, we adopted a mongrel whom originally was our neighbour's dog. He was beaten every night until he became our dog. Few months back, we saw a lost&found picture of our huskies on facebook. They were dumped in Ampang, therefore we went and picked them back. It was a miracle, couldn't be more happy. When we brought them back, the huskies cannot get along with my mongrel, they were very tensed. Having no choice, both of them stay in my kitchen area as I don't have a big compound for them to run. I wish to seek for someone who can adopt both of my huskies together (1 male & 1 female), they has been very attached to each other all these year. No adoption fee is required, only requirement is for BOTH to stay together and adopter is required to spay and neuter them. In anytime adopter feel uncomfortable adopting them, they must return them back to me. Please email me at if you are interested."
0.5072,0.3364,0.0,0.9058,66d4911f9,Joe,Mixed Breed,,60,adult,male,large,medium,3,3,3,1,0,2.0,I have 2 happy and healthy dogs. Both of them love to play and run. Very good companions for running.
0.5071,0.4545,0.0,0.6296,08267e916,OWEN,Mixed Breed,Mixed Breed,48,adult,male,medium,medium,1,1,2,1,0,3.0,他是被丢在工业区的宝宝，这里两条街大概只狗狗。因为狗狗太多的关系已经惹得店家的厌恶，被报了两次MPSJ，还被追打，狗狗是无辜的，没人想当一只被人厌恶的狗。 如果狗狗不合你们的眼缘，请求大家问问身边的朋友，狗狗会对你们忠心一辈子，永不背叛。感恩。 蒲種区，雪兰莪。....... WHATSAPP
0.507,0.3364,0.0,0.9052,4b4f32911,ZACK,Rottweiler,,73,adult,male,large,medium,1,1,2,1,0,1.0,"Zack is my own breed line, well trained and very friendly, good to keep as pet and guide dog as well. He is pure breed from famous world champion BRONKO OD DRAGICEVICA blooline. Looking for experience dog lover and sweet home for him."
0.5068,0.3364,0.0,0.9044,2b6fe231b,Ruffles,Irish Setter,Irish Setter,61,adult,female,large,long,1,1,1,1,0,2.0,"Attended obedient class with flying colours. Toilet trained. Beautiful dog with its chestnut silky coat. Has no aggression, this charming and intelligent dog welcome everyone."
0.5065,0.3818,0.0,0.7975,2bf4445c7,Black,Rottweiler,,2,puppy,male,large,medium,2,2,2,1,0,1.0,Look for a good owner
0.5064,0.3364,0.0,0.9031,1326c53f9,Genova,German Shepherd Dog,,72,adult,female,large,medium,2,1,3,2,0,2.0,"A female German Shepherd was found on 19-9- evening together with a Golden Retriever in bad condition near my house -- Genova She is very skinny but friendly to human. We are trying to look for her a lovely home. Anyone who wish to give Genova a home and love, please call. Tell us you name, place, and whether you agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in landed property and not condo, apartment, flat or shop-lot. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog."
0.5063,0.3364,0.0,0.903,d7c6e0401,Troy,Mixed Breed,,28,adult,male,large,medium,3,3,3,1,0,2.0,"He may have been thrown into my place as a puppy in the night as he was not capable of walking in by himself. Have been looking for an owner for two years now. Cannot keep him as our house is small, and we do not financial means to support him. we have been keeping him in the hopes someone will come to adopt him."
0.5063,0.3364,0.0,0.9028,807ba246d,Two White Dogs,Mixed Breed,,60,adult,male,large,long,3,3,3,1,0,1.0,"Dogs for adoption - Two obedient dogs need good home and loving care (You may take one or both) - Please take it if you are willing to take out money for medication, give them love, and care. - Would not charge any fees for adoption For more details, please contact Lim,"
0.5059,0.3364,0.0,0.9014,1d5be4060,Dobby,Husky,,30,adult,male,large,medium,1,1,1,1,0,3.0,"ONLY FOR KLANG VALLEY. Dobby needs to look for a new home as his elderly caretaker can't care of him anymore. DOB: 2 Oct About Dobby: He doesn't get along with big male dogs but ok with others. Good with people, knows how to sit and shake hands. Loves car rides, will jump in to the car and sit quietly to enjoy the scenery. Loves to play fetch in the garden and enjoys long walks. He sheds due to the heat and will need daily brushing. He is NOT a watchdog as he doesn't bark at strangers. No tying up or caging. Requirements: Preferably a family who can keep him indoors. Must take him for daily walks. Has a yard for him to exercise in. Keep him indoors on hot days and at night. It will be good if you have a dog as a companion for him, but he is also ok as a single dog. If interested, call or sms: introduce yourself, where you stay and if you have any dogs. FYI: adopter will have to pay his neutering and medical fee as well as food cost at foster home. Adopted Sept 1, by Toni and Mark."
0.5058,0.4273,0.0,0.689,207c30391,Alex,Mixed Breed,Mixed Breed,26,adult,male,large,short,1,1,1,1,0,6.0,有人可以給孩子們一個家嗎？ 有養狗經驗者優先 Whatsapp。....... 。...
0.5053,0.3364,0.0,0.8996,7ba2a5c50,Boiboi,Samoyed,,84,senior,male,large,long,1,1,3,2,280,2.0,"Beautiful, gentle, affectionate rescued samoyed for adoption, require landed property and have to stay indoor, must be a dog lover. Have some hip problem, otherwise he's a loving dogs"
0.5046,0.3364,0.0,0.897,4f3b3314c,Smart,German Shepherd Dog,Mixed Breed,36,adult,male,large,medium,1,1,1,1,0,1.0,"This sweet 3 year old doggie was suspected to be dumped or lost, and was found injured at Ipoh Garden. After being treated by kind volunteers, he is now fully recovered, and would have to be released back to the streets - UNLESS he finds an adopter. Please do ask around if you or your friends are able to give him a well-deserved home... If you think you can give him a good home, kindly call or sms Sandy at"
0.5045,0.3364,0.0,0.8968,5017052e7,Bheema,Rottweiler,,67,adult,male,large,long,1,1,2,1,0,1.0,Very friendly and playful. Active and obedient. Letting go for adoption as unable to take care.
0.5044,0.3364,0.0,0.8966,5287fead8,Irish,Irish Setter,,60,adult,male,large,long,1,1,1,1,500,2.0,"Irish was rescued from a home where he was neglected. His fur was matted, had mange so bad there were open wounds on him. Its been 6 mths since the rescue, irish now has his beautiful long fur back and has been neutered. He's a very loving attention seeking dog despite all he has been through, his only fear - vets and hates his ears being cleaned and nails cut."
0.5044,0.3364,0.0,0.8964,3f3962d65,Brandy,Husky,,24,adult,female,large,medium,3,3,1,2,300,3.0,"Breed: Husky Age: 2 Weight: 15.6kg She was having very bad skin condition when we found her. When we brought her to the vet, she was diagnosed with having demodex due to her low immunity. After about 9 weeks of treatment, her furs grew and she has became more active. She loves running and playing with other dogs though at times she's a little over-friendly and hyper. A week ago, the fur on her paws started to shed and demodex attack is back. We spoke to the vet about it and vet says that it's most probably her immunity that is causing the growth of the demodex. She has been with the fosterer for 3 months but the fosterer has to move out from her current place and shift to another place where the new landlord doesn't allow any pets. Currently she is in the clinic under the care of vet but the boarding fee is an issue to us. We are looking for experienced adopter (preferably owned a Husky before) where: 1. No unnecessary tying/caging 2. Must be able to provide medical needs, yearly vaccination etc 3. Allow visits & follow ups (send me pictures & videos of Brandy during initial stage of adoption) 4. Adoption is only open for family residing in Klang Valley (Malaysian only) 5. Must be able to provide plenty of companionship (exercise & daily walk) 6. Must be living in landed house 7. Preferably having one or more friendly playful dogs at home 8. In the event that you're not able to take care of Brandy anymore, she must be returned to me. To help determine if Brandy is a good match for you & your family, pls either email or whatsapp me with: 1. A brief intro of yourself (name, age, profession, single/married) 2. Describe your experience with dogs/puppies 3. Your household situation (house location, what type of home you live in i.e. landed or apartment, any other family members living with you) Email: yennylim. Whatsapp:"
0.5041,0.3818,0.0,0.7895,ca40312db,Chaco (å°ç¢³),German Shepherd Dog,Mixed Breed,3,puppy,male,large,medium,2,1,2,2,300,3.0,Chaco will go to his new house before Chinese New Year. ^^
0.5038,0.3818,0.0,0.7886,92fa4a896,Fat Gal VS Cow Gal,Mixed Breed,,4,puppy,female,large,medium,2,2,2,1,0,6.0,2 sisters is looking for home
0.5038,0.3818,0.0,0.7883,c0096c460,PIXIE,Mixed Breed,,5,puppy,female,large,medium,2,1,2,1,0,2.0,Pixie is playfull and cute...
0.5029,0.3364,0.0,0.8915,ec4ed9fe6,Brownie,Mixed Breed,,24,adult,male,large,medium,1,1,2,1,0,1.0,"Happy New Year folks. My name is Brownie. I was found severely undernourished and anemic and abandoned by my earlier owners. I was found in a carpark begging for food. I was subsequently rescued and nearly lost my life but I fought hard bcoz a I believed that I, like other lucky animals would find a family that loves me. The doctor advised against neutering me back then as I was too weak. But I now have a clean bill of health & live in a shelter but it is crammed up with many other dogs but I have no choice but to stay here until I find a home. I long to have nice walks and a happy life just like all other doggies. You will find a video of me here after I was brought home from the vet when I stayed with my pal Shalinee. They had to remove my fur cos I had tubes all over me. You will see in the video that I can ""talk"" too (much to the surprise of my rescuer!) :-)My fur is now all growning back and I'm a healthy and just waiting for a good home! My rescuer Shalinee has promised me she will find me a good home soon. Till then I wait here...."
0.5026,0.3364,0.0,0.8904,02cd64831,Vodka,German Shepherd Dog,Mixed Breed,48,adult,male,large,medium,1,1,1,1,0,1.0,Owner cannot keep him anymore due to council ruling. Generally approachable. Quite friendly. Neutered vaccinated rabies japped. Heartworm annual japped. Annual booster japped. Healthy dog. Trained with basic commands. Sit stay wait. Trained to walk on leash. If u are interested to gv him a loving home. Pls contact Rachel
0.5025,0.3364,0.0,0.8901,d6fd7962e,Blackie And Brownie,Mixed Breed,,36,adult,male,large,long,1,1,1,1,0,4.0,"Rescued when they were still puppies. Was having 8 dogs with me for several years, but mbpj visited us several times lately and were asked to keep a max of 2 dogs as per policy. Need to find d them adopter urgently. Thanks ~~"
0.5024,0.3364,0.0,0.8898,25765058c,Bobby (Found/Abandoned),Mixed Breed,,120,senior,male,large,long,3,3,3,2,0,4.0,"Urgently seeking fosterer or adopter! Currently in Jalan Gasing Hospital! But can only stay there til the end o this week!! :( (IF THIS IS YOUR DOG CONTACT ME ASAP) My friend found this poor doggy outside her mother-in-law'a house area. He was just lying there in the muddy ground, and was quite weak to stand up, but was mild mannered. My friend never handled a dog before and though she was a little afraid, she has been feeding him and giving him water for the 2 days that he was there. They did not know who is the owner but he sure was either abandoned or somehow dragged himself? It seems unlikely that he is just lost when his two hind legs are too weak to stand for more than 6 seconds. She called me for help as I had some experience. While trying to figure out what to do, a kind lady with her husband who had seen the dog before came back to help. In the end I managed to convince my mum for the dog to stay just overnight til the couple and I bring ""Bobby"" to the vet the next day coz it was already late evening. Her husband and the lady herself have helped bringing the dog to the vet, as well as financially giving as much as they can. BUT THEY CANT FOSTER/ADOPT THE DOG because they were not used to dogs as well them being muslims. >> Please do contact me via whatsapp if you can foster the dog. He is really sweet, really!! A bit of a lazy whiny bum, but he is gentle. But does not do well with cats, mind you. Overall, he is a good dog. And overall health is alright, just the hind legs are swollen due to arthritis or old age, which needs surgery or physio. But our concern is to find a fostering home first. Financially, we can try to raise fund."
0.5021,0.3364,0.0,0.889,95bc62678,-Unknown-,Mixed Breed,,60,adult,female,large,medium,3,3,3,1,0,5.0,"Abundant for around 3 months by owner after they moved. Est age around 4-5 yrs old. Currently feed by neighboring people. Get to know her since 3 years ago, as my babysitter just staying beside. She is a calm and friendly girl, and never bark at me all these years. Looks clean, and healthy. But she's really sad recently. Hope to get her a warm home as I already have one and not afford to adopt her.."
0.5021,0.3364,0.0,0.8887,c05b74b05,Sweetie / Blackie,Mixed Breed,,24,adult,female,large,medium,1,1,1,2,0,2.0,She is a special dog with blue tongue. Looks like a black wolf.But is very sweet. .hence is called Sweetie now instead of Blackie. She is paralysed waist down n is being rehabilated to walk again at the moment. On wheel now to help her gain back her hind legs muscle. She has a cute soft bark.. not the noisy bark.. You will find her a great companion as she is able to melt anyone's heart.
0.5017,0.3364,0.0,0.8876,63afbf2f2,Garlic,Mixed Breed,,48,adult,female,large,medium,1,1,1,1,250,3.0,Garlic was rescued at Shah Alam. having tick fever that time and after 28 days of medication totally recoverd. Playful and well behaved. A very alert dog and a good guard dog too.
0.5017,0.3364,0.0,0.8876,f017041ca,Husky Boy,Husky,,84,senior,male,large,medium,1,1,2,1,0,1.0,"- A male, 7 years old husky for free adoption. - Owner needs to shift, unable to keep him. - Without spay - Healthy - Well behaved Requirements: - New adopter must be a dog lover & live at landed property because husky needs a big compound for their daily exercise (walk). - Must allowed previous owner for visit after being adopted. Please contact: Mr "
0.5015,0.3364,0.0,0.8867,b0d8b0778,BB,Mixed Breed,,42,adult,female,large,medium,1,3,3,1,0,2.0,"urgent!!pls adopt bb ...pls call Due to owner's recent change of job with the increase of working hours, her owner can no longer spend much time with her and feel bad to leave her alone at home most of the time, therefore she is now up for adoption, to look for a better home and better companion."
0.501,0.3364,0.0,0.8853,cc7d90ef4,Female St. Bernard,Saint Bernard,,24,adult,female,large,long,3,3,2,1,0,3.0,"A female St Bernard, less than 2 yo, very tame and friendly. Been caged all time, managed to persuaded owner to give up after many attempts. Looking for super good home, someone who truly loves dogs and preferable with big compound. Must spay immediately once adopted."
